ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE
Bogotá,Fontibon,07:30:00,4.664946396,-74.1364329,Bogotá,Teusaquillo,07:49:48,4.628007864,-74.09313253,MOTO,Salud
Bogotá,Teusaquillo,09:00:00,4.64488807,-74.10098318,Bogotá,Fontibon,09:25:12,4.689364738,-74.12533426,MOTO,Casa
Bogotá,Ciudad Bolivar,09:00:00,4.581335015,-74.15064903,Bogotá,Santa Fe,09:30:00,4.592778442,-74.01649647,MOTO,Diligencia
Bogotá,Santa Fe,11:30:00,4.590527998,-74.02449128,Bogotá,Ciudad Bolivar,12:00:00,4.467111527,-74.1726551,MOTO,Casa
Bogotá,Kennedy,07:00:00,4.632490109,-74.13348813,Bogotá,Kennedy,07:19:48,4.64394491,-74.17649301,MOTO,Trabajo
Bogotá,Kennedy,17:00:00,4.621524699,-74.1275271,Bogotá,Kennedy,17:03:00,4.611006853,-74.17767722,MOTO,Casa
Bogotá,Santa Fe,12:01:12,4.565699466,-74.02553187,Bogotá,Chapinero,12:25:12,4.667855328,-74.05320641,MOTO,Trabajo
Bogotá,Chapinero,20:31:48,4.636816346,-74.02664215,Bogotá,Santa Fe,20:58:12,4.600033375,-74.01187498,MOTO,Casa
Bogotá,Los Martires,07:27:00,4.606443478,-74.0871416,Bogotá,Teusaquillo,08:30:00,4.654127155,-74.0865736,MOTO,Alguien
Bogotá,Teusaquillo,14:28:12,4.643329609,-74.09033638,Bogotá,Los Martires,15:31:12,4.603943852,-74.09902146,MOTO,Casa
Bogotá,Los Martires,07:22:12,4.610056817,-74.08143135,Bogotá,Teusaquillo,08:31:48,4.658673694,-74.08985906,MOTO,Alguien
Bogotá,Teusaquillo,14:21:00,4.63638011,-74.06826391,Bogotá,Los Martires,15:31:12,4.600942838,-74.08445623,MOTO,Casa
Bogotá,Kennedy,10:00:00,4.643918747,-74.14475652,Bogotá,Kennedy,10:19:48,4.648204389,-74.15897614,MOTO,Trabajo
Bogotá,Kennedy,22:40:12,4.636540272,-74.14204705,Bogotá,Kennedy,23:00:00,4.627029278,-74.12447336,MOTO,Casa
Bogotá,Usme,06:30:00,4.347316923,-74.21179432,Bogotá,Suba,08:30:00,4.787850176,-74.08385675,MOTO,Trabajo
Bogotá,Suba,17:30:00,4.828311519,-74.06455893,Bogotá,Usme,19:30:00,4.377541101,-74.1696713,MOTO,Casa
Bogotá,Barrios Unidos,05:40:12,4.660152539,-74.0779502,Bogotá,Los Martires,05:55:12,4.605236587,-74.08948762,MOTO,Alguien
Bogotá,Los Martires,06:09:00,4.609778944,-74.08024261,Bogotá,Barrios Unidos,06:24:00,4.671018542,-74.08594613,MOTO,Casa
Bogotá,Barrios Unidos,05:19:48,4.656684207,-74.0717075,Bogotá,Los Martires,05:55:12,4.59579413,-74.09435317,MOTO,Trabajo
Bogotá,Los Martires,17:55:12,4.607496406,-74.07767489,Bogotá,Barrios Unidos,18:30:00,4.673449243,-74.07492945,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:30:00,4.580809201,-74.10884552,Bogotá,Usme,07:00:00,4.321805012,-74.17212507,MOTO,Trabajo
Bogotá,Usme,16:00:00,4.368893098,-74.20734367,Bogotá,Rafael Uribe Uribe,16:45:00,4.57693669,-74.10759353,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:15:00,4.54223604,-74.11719387,Bogotá,Rafael Uribe Uribe,06:34:48,4.589008113,-74.1205195,MOTO,Trabajo
Bogotá,Rafael Uribe Uribe,12:30:00,4.578797437,-74.10669684,Bogotá,Rafael Uribe Uribe,13:00:00,4.543371293,-74.11629125,MOTO,Casa
Bogotá,Usme,06:04:48,4.361010582,-74.19833867,Bogotá,Sumapaz,07:09:00,4.004685377,-74.32470945,MOTO,Trabajo
Bogotá,Ciudad Bolivar,06:00:00,4.426348833,-74.17081087,Bogotá,Engativa,07:00:00,4.708575065,-74.13355197,MOTO,Trabajo
Bogotá,Engativa,15:00:00,4.689270657,-74.11391733,Bogotá,Ciudad Bolivar,16:30:00,4.522556812,-74.16694136,MOTO,Casa
Bogotá,Fontibon,09:00:00,4.687261504,-74.13513158,Bogotá,Fontibon,09:19:48,4.696156465,-74.1583348,MOTO,Trabajo
Bogotá,Fontibon,18:25:48,4.668718834,-74.13618649,Bogotá,Fontibon,19:06:00,4.700150725,-74.13865402,MOTO,Casa
Bogotá,Usme,09:04:48,4.50338819,-74.11888127,Bogotá,Kennedy,10:30:00,4.617297042,-74.18445499,MOTO,Trabajo
Bogotá,Kennedy,17:55:12,4.64004222,-74.13066879,Bogotá,Usme,19:19:48,4.299289247,-74.19549224,MOTO,Casa
Bogotá,Santa Fe,07:00:00,4.562081868,-74.00819639,Bogotá,Candelaria,07:15:00,4.596246744,-74.07984059,MOTO,Trabajo
Bogotá,Candelaria,18:45:00,4.591859936,-74.07926488,Bogotá,Santa Fe,19:00:00,4.600138659,-74.0463639,MOTO,Casa
Bogotá,Los Martires,07:00:00,4.612588996,-74.08538172,Bogotá,Engativa,07:40:12,4.675167391,-74.09916644,MOTO,Trabajo
Bogotá,Engativa,17:00:00,4.732465034,-74.12043718,Bogotá,Los Martires,17:45:00,4.619252842,-74.08479117,MOTO,Casa
Bogotá,Teusaquillo,06:00:00,4.646335433,-74.09383307,Bogotá,Ciudad Bolivar,06:30:00,4.507902852,-74.17190491,MOTO,Trabajo
Bogotá,Ciudad Bolivar,13:00:00,4.519356052,-74.16389179,Bogotá,Teusaquillo,13:30:00,4.657617146,-74.09081049,MOTO,Casa
Bogotá,Teusaquillo,09:15:00,4.645734066,-74.10441838,Bogotá,Rafael Uribe Uribe,10:00:00,4.561726211,-74.10732329,MOTO,Estudio
Bogotá,Rafael Uribe Uribe,17:15:00,4.586972933,-74.12664874,Bogotá,Teusaquillo,18:00:00,4.644564452,-74.10616719,MOTO,Casa
Bogotá,Kennedy,20:40:12,4.628588959,-74.15651136,Bogotá,Ciudad Bolivar,22:00:00,4.556667208,-74.16850675,MOTO,Casa
Bogotá,Ciudad Bolivar,07:00:00,4.575952335,-74.16851407,Bogotá,Kennedy,07:49:48,4.660388001,-74.14391966,MOTO,Trabajo
Bogotá,Kennedy,17:36:00,4.653210931,-74.14392757,Bogotá,Ciudad Bolivar,17:55:12,4.544230329,-74.14495042,MOTO,Casa
Bogotá,Ciudad Bolivar,21:15:00,4.397887766,-74.17185619,Bogotá,Kennedy,21:30:00,4.660005515,-74.15719429,MOTO,Alguien
Bogotá,Kennedy,22:03:00,4.596134623,-74.14485032,Bogotá,Ciudad Bolivar,22:19:48,4.443852127,-74.15703308,MOTO,Casa
Bogotá,Fontibon,06:00:00,4.677359543,-74.17156573,Bogotá,Fontibon,06:19:48,4.707060035,-74.1439697,MOTO,Estudio
Bogotá,Usme,05:00:00,4.366291392,-74.21010725,Bogotá,Fontibon,05:45:00,4.663721381,-74.14883412,MOTO,Trabajo
Bogotá,San Cristóbal,04:31:48,4.558894485,-74.02948209,Bogotá,Rafael Uribe Uribe,07:34:48,4.578825704,-74.09969742,MOTO,Trabajo
Bogotá,Santa Fe,05:40:12,4.594457586,-74.08432829,Bogotá,Santa Fe,07:00:00,4.599638417,-74.01731228,MOTO,Diligencia
Bogotá,Santa Fe,16:40:12,4.567959067,-74.0087758,Bogotá,Santa Fe,18:00:00,4.611416821,-74.0672175,MOTO,Casa
Bogotá,Santa Fe,05:40:12,4.598866863,-74.00366839,Bogotá,Sumapaz,05:55:12,3.835658696,-74.33697004,MOTO,Estudio
Bogotá,Ciudad Bolivar,08:00:00,4.448907185,-74.16102357,Bogotá,Los Martires,08:49:48,4.599211375,-74.1024809,MOTO,Trabajo
Bogotá,Los Martires,14:40:12,4.618251771,-74.08798084,Bogotá,Ciudad Bolivar,15:30:00,4.589940164,-74.16928421,MOTO,Casa
Bogotá,Usaquen,06:00:00,4.7026731,-74.02760696,Bogotá,Fontibon,07:15:00,4.696356684,-74.16717348,MOTO,Trabajo
Bogotá,Fontibon,16:15:00,4.662119511,-74.13756513,Bogotá,Usaquen,17:30:00,4.692009283,-74.04366603,MOTO,Casa
Bogotá,Teusaquillo,21:25:12,4.630021435,-74.09183519,Bogotá,Antonio Nariño,22:45:00,4.586380393,-74.09520283,MOTO,Casa
Bogotá,Antonio Nariño,07:00:00,4.594446497,-74.11497401,Bogotá,Kennedy,08:00:00,4.657426328,-74.13960679,MOTO,Trabajo
Bogotá,Kennedy,17:33:00,4.615727997,-74.13756155,Bogotá,Teusaquillo,18:00:00,4.626947659,-74.08916216,MOTO,Diligencia
Bogotá,Teusaquillo,22:18:00,4.632646871,-74.07873558,Bogotá,Antonio Nariño,22:45:00,4.587378338,-74.09382856,MOTO,Casa
Bogotá,Kennedy,07:00:00,4.63583503,-74.12847665,Bogotá,Chapinero,07:55:12,4.671775174,-74.03174686,MOTO,Alguien
Bogotá,Chapinero,08:40:12,4.616678806,-73.99412761,Bogotá,Chapinero,09:00:00,4.653612057,-74.04018654,MOTO,Trabajo
Bogotá,Chapinero,16:28:12,4.618240571,-74.02107531,Bogotá,Kennedy,17:15:00,4.62220078,-74.15862536,MOTO,Casa
Bogotá,Chapinero,17:25:12,4.636847922,-74.02824975,Bogotá,Kennedy,18:19:48,4.642991819,-74.15225249,MOTO,Casa
Bogotá,Puente Aranda,06:00:00,4.611637489,-74.1053611,Bogotá,Fontibon,07:30:00,4.665547254,-74.13931394,MOTO,Trabajo
Bogotá,Fontibon,17:30:00,4.698746655,-74.13563952,Bogotá,Puente Aranda,18:40:12,4.628079703,-74.10525711,MOTO,Casa
Bogotá,Chapinero,17:30:00,4.622173123,-73.99515521,Bogotá,Usaquen,18:10:12,4.695261397,-74.04778906,MOTO,Casa
Bogotá,Bosa,05:30:00,4.617795546,-74.2170441,Bogotá,Puente Aranda,06:30:00,4.621875752,-74.10639514,MOTO,Trabajo
Bogotá,Puente Aranda,14:45:00,4.603824657,-74.11230527,Bogotá,Bosa,15:45:00,4.612245162,-74.19553089,MOTO,Casa
Bogotá,Engativa,06:33:00,4.724427224,-74.12438692,Bogotá,Usaquen,07:22:48,4.796148468,-74.02420452,MOTO,Trabajo
Bogotá,Usaquen,10:34:48,4.688111202,-74.01224658,Bogotá,Barrios Unidos,11:25:12,4.67653213,-74.06331751,MOTO,Trabajo
Bogotá,Engativa,06:34:12,4.734732181,-74.11859622,Bogotá,Puente Aranda,08:49:48,4.628445145,-74.11651319,MOTO,Trabajo
Bogotá,Puente Aranda,17:33:00,4.622562971,-74.1155367,Bogotá,Engativa,19:49:12,4.687593187,-74.11555027,MOTO,Trabajo
Bogotá,Puente Aranda,06:00:00,4.614410068,-74.1095775,Bogotá,Teusaquillo,06:15:00,4.626521383,-74.0701788,MOTO,Trabajo
Bogotá,Teusaquillo,13:45:00,4.639173225,-74.07096639,Bogotá,Puente Aranda,14:00:00,4.61931723,-74.08986317,MOTO,Casa
Bogotá,Puente Aranda,05:45:00,4.623059561,-74.10404436,Bogotá,Puente Aranda,06:00:00,4.609861627,-74.10610416,MOTO,Estudio
Bogotá,San Cristóbal,08:04:48,4.517931403,-74.06430386,Bogotá,Barrios Unidos,11:16:12,4.659742917,-74.06363946,MOTO,Trabajo
Bogotá,Barrios Unidos,18:07:12,4.65809387,-74.0637657,Bogotá,San Cristóbal,21:18:00,4.522292156,-74.08741955,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:30:00,4.577885478,-74.12314342,Bogotá,Tunjuelito,07:00:00,4.592421378,-74.14851882,MOTO,Trabajo
Bogotá,Tunjuelito,16:00:00,4.550558578,-74.1225424,Bogotá,Rafael Uribe Uribe,16:49:48,4.543638252,-74.10619984,MOTO,Casa
Bogotá,Usme,16:30:00,4.430815565,-74.13414242,Bogotá,Usaquen,17:10:12,4.699787168,-74.01960502,MOTO,Trabajo
Bogotá,Usaquen,17:25:12,4.768758954,-74.02189647,Bogotá,Usme,18:04:48,4.524661348,-74.08331336,MOTO,Casa
Bogotá,Santa Fe,15:06:00,4.593075934,-74.06194719,Bogotá,Puente Aranda,15:30:00,4.599791814,-74.12147269,MOTO,Recreacion
Bogotá,Puente Aranda,18:36:00,4.626447556,-74.11806298,Bogotá,Santa Fe,19:00:00,4.606348649,-73.99734362,MOTO,Casa
Bogotá,San Cristóbal,07:00:00,4.548029232,-74.03763216,Bogotá,Antonio Nariño,07:30:00,4.586815158,-74.09828338,MOTO,Trabajo
Bogotá,Antonio Nariño,19:30:00,4.591263953,-74.09297694,Bogotá,San Cristóbal,20:00:00,4.541808526,-74.03750736,MOTO,Casa
Bogotá,San Cristóbal,07:00:00,4.579055402,-74.0629623,Bogotá,Puente Aranda,08:00:00,4.631061289,-74.09740933,MOTO,Trabajo
Bogotá,Puente Aranda,20:00:00,4.635039718,-74.11199513,Bogotá,San Cristóbal,21:00:00,4.553051808,-74.07465794,MOTO,Casa
Bogotá,Bosa,18:30:00,4.648271324,-74.19991875,Bogotá,Bosa,18:34:48,4.625771696,-74.19388086,MOTO,Recreacion
Bogotá,Bosa,20:55:12,4.633044019,-74.19691611,Bogotá,Bosa,21:00:00,4.61861053,-74.20979373,MOTO,Casa
Bogotá,Kennedy,08:00:00,4.635486597,-74.12465334,Bogotá,Usaquen,09:25:12,4.761031019,-74.03921978,MOTO,Trabajo
Bogotá,Usaquen,19:00:00,4.815837219,-74.00719936,Bogotá,Kennedy,20:00:00,4.656059254,-74.16598395,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:10:12,4.572144531,-74.10631315,Bogotá,Ciudad Bolivar,06:45:00,4.515189028,-74.17240574,MOTO,Alguien
Bogotá,Ciudad Bolivar,06:55:12,4.573118756,-74.17486267,Bogotá,Rafael Uribe Uribe,07:04:48,4.577177172,-74.11472628,MOTO,Casa
Bogotá,Rafael Uribe Uribe,12:10:12,4.550328956,-74.10834119,Bogotá,Rafael Uribe Uribe,12:30:00,4.586902179,-74.115039,MOTO,Alguien
Bogotá,Rafael Uribe Uribe,12:30:00,4.574503083,-74.11045606,Bogotá,Rafael Uribe Uribe,12:49:48,4.55640009,-74.11156218,MOTO,Casa
Bogotá,Rafael Uribe Uribe,17:19:48,4.583247819,-74.1202993,Bogotá,Rafael Uribe Uribe,17:40:12,4.575412413,-74.09763715,MOTO,Alguien
Bogotá,Rafael Uribe Uribe,17:42:00,4.573640663,-74.12194536,Bogotá,Rafael Uribe Uribe,18:01:48,4.548432869,-74.10596969,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:04:48,4.580096741,-74.12010172,Bogotá,Ciudad Bolivar,06:45:00,4.578044271,-74.17140897,MOTO,Estudio
Bogotá,Rafael Uribe Uribe,12:15:00,4.57510242,-74.12533991,Bogotá,Rafael Uribe Uribe,12:34:48,4.578280253,-74.12605016,MOTO,Estudio
Bogotá,Rafael Uribe Uribe,17:49:48,4.557958632,-74.10565348,Bogotá,Rafael Uribe Uribe,18:10:12,4.56720856,-74.11855836,MOTO,Casa
Bogotá,Candelaria,08:30:00,4.591501669,-74.07458213,Bogotá,Puente Aranda,09:00:00,4.603235859,-74.13229417,MOTO,Trabajo
Bogotá,Puente Aranda,18:00:00,4.61650606,-74.09383743,Bogotá,Candelaria,18:30:00,4.603165768,-74.06575483,MOTO,Casa
Bogotá,Ciudad Bolivar,06:04:48,4.402955249,-74.1649311,Bogotá,Chapinero,07:24:00,4.630583783,-74.02926768,MOTO,Trabajo
Bogotá,Ciudad Bolivar,06:04:48,4.591481787,-74.18201488,Bogotá,Usaquen,07:24:00,4.675458894,-74.02189181,MOTO,Trabajo
Bogotá,Usaquen,07:25:12,4.782346003,-74.03604395,Bogotá,Chapinero,07:39:00,4.649679251,-74.05031469,MOTO,Trabajo
Bogotá,Chapinero,17:30:00,4.663125654,-74.0453556,Bogotá,Ciudad Bolivar,19:37:12,4.429146265,-74.18102793,MOTO,Diligencia
Bogotá,Ciudad Bolivar,19:43:12,4.483479211,-74.13892475,Bogotá,Ciudad Bolivar,20:00:00,4.497937383,-74.12802904,MOTO,Casa
Bogotá,Ciudad Bolivar,19:43:12,4.595543265,-74.17075118,Bogotá,Ciudad Bolivar,20:00:00,4.530134417,-74.12586197,MOTO,Casa
Bogotá,Teusaquillo,09:00:00,4.648741567,-74.07554522,Bogotá,Los Martires,09:40:12,4.61330382,-74.08041677,MOTO,Diligencia
Bogotá,Los Martires,10:31:48,4.61175804,-74.07845016,Bogotá,Teusaquillo,10:45:00,4.643836837,-74.07200361,MOTO,Diligencia
Bogotá,Teusaquillo,12:45:00,4.625324179,-74.08000155,Bogotá,Teusaquillo,13:00:00,4.638697763,-74.07563352,MOTO,Casa
Bogotá,Antonio Nariño,06:00:00,4.592456744,-74.11812053,Bogotá,Chapinero,07:04:48,4.627797291,-74.03813723,MOTO,Trabajo
Bogotá,Chapinero,17:30:00,4.673463537,-74.03463742,Bogotá,Antonio Nariño,18:06:00,4.587654554,-74.10756385,MOTO,Estudio
Bogotá,Antonio Nariño,07:00:00,4.589667852,-74.10019704,Bogotá,Los Martires,07:19:48,4.597493389,-74.10351979,MOTO,Trabajo
Bogotá,Los Martires,17:30:00,4.61243132,-74.08470591,Bogotá,Antonio Nariño,18:15:00,4.585197872,-74.09266198,MOTO,Casa
Bogotá,Ciudad Bolivar,12:30:00,4.530373942,-74.1437966,Bogotá,Ciudad Bolivar,13:40:12,4.585152864,-74.15680286,MOTO,Trabajo
Bogotá,Ciudad Bolivar,21:00:00,4.463433113,-74.14428863,Bogotá,Ciudad Bolivar,21:42:00,4.415037969,-74.16845783,MOTO,Casa
Bogotá,San Cristóbal,05:19:48,4.543049246,-74.09792619,Bogotá,Santa Fe,05:45:00,4.596869647,-74.02299414,MOTO,Trabajo
Bogotá,Santa Fe,06:00:00,4.591069563,-74.08653494,Bogotá,San Cristóbal,09:30:00,4.551183147,-74.06399893,MOTO,Casa
Bogotá,San Cristóbal,07:30:00,4.512839993,-74.07018342,Bogotá,Kennedy,07:58:48,4.648997064,-74.16977583,MOTO,Trabajo
Bogotá,Kennedy,17:00:00,4.619087457,-74.15256065,Bogotá,Antonio Nariño,17:45:00,4.582185983,-74.09273693,MOTO,Estudio
Bogotá,Antonio Nariño,21:30:00,4.590679236,-74.12164551,Bogotá,San Cristóbal,22:00:00,4.510396393,-74.05447503,MOTO,Casa
Bogotá,Usaquen,07:00:00,4.796339446,-74.03319196,Bogotá,Santa Fe,07:30:00,4.611121845,-73.99553751,MOTO,Trabajo
Bogotá,Santa Fe,18:00:00,4.603937571,-74.02122677,Bogotá,Usaquen,18:30:00,4.731481315,-74.03140264,MOTO,Casa
Bogotá,Engativa,06:07:48,4.727073206,-74.1153004,Bogotá,San Cristóbal,07:07:48,4.521160084,-74.05428148,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:03:00,4.551225427,-74.10917624,Bogotá,San Cristóbal,06:45:00,4.524248232,-74.05552022,MOTO,Trabajo
Bogotá,San Cristóbal,17:58:48,4.579415712,-74.08353196,Bogotá,Santa Fe,18:19:48,4.588315117,-74.0798619,MOTO,Estudio
Bogotá,Santa Fe,22:34:12,4.582346744,-74.07027419,Bogotá,Rafael Uribe Uribe,23:04:48,4.540815359,-74.1131547,MOTO,Casa
Bogotá,Kennedy,06:30:00,4.631536631,-74.12468918,Bogotá,Usaquen,07:00:00,4.718451071,-74.01318289,MOTO,Trabajo
Bogotá,Usaquen,17:30:00,4.748124183,-74.01067326,Bogotá,Kennedy,18:00:00,4.645067686,-74.12566447,MOTO,Casa
Bogotá,Bosa,06:00:00,4.598320809,-74.18371578,Bogotá,Los Martires,07:30:00,4.612779315,-74.08521979,MOTO,Trabajo
Bogotá,Los Martires,18:00:00,4.615333338,-74.07470085,Bogotá,Bosa,19:30:00,4.609609947,-74.18157568,MOTO,Casa
Bogotá,Usaquen,12:00:00,4.79174385,-74.01854376,Bogotá,Usaquen,12:04:48,4.736340819,-74.00909155,MOTO,Trabajo
Bogotá,Usaquen,23:55:12,4.728855812,-74.02015875,Bogotá,Usaquen,23:58:48,4.715372915,-74.03178284,MOTO,Casa
Bogotá,Usaquen,12:00:00,4.72168759,-74.0127411,Bogotá,Usaquen,12:04:48,4.725631628,-74.04432024,MOTO,Estudio
Bogotá,Usaquen,12:00:00,4.729882051,-74.04478615,Bogotá,Usaquen,12:04:48,4.719633283,-74.0250205,MOTO,Estudio
Bogotá,Ciudad Bolivar,07:00:00,4.496456617,-74.16154352,Bogotá,Usme,08:00:00,4.315379874,-74.17258397,MOTO,Trabajo
Bogotá,Usme,17:00:00,4.333287031,-74.11748934,Bogotá,Ciudad Bolivar,18:00:00,4.426871451,-74.14531508,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:30:00,4.566795633,-74.10582098,Bogotá,Los Martires,07:40:12,4.598574371,-74.09604885,MOTO,Trabajo
Bogotá,Puente Aranda,09:00:00,4.629220057,-74.11539857,Bogotá,Engativa,10:15:00,4.685069871,-74.0844008,MOTO,Trabajo
Bogotá,Engativa,10:16:48,4.722491638,-74.11967367,Bogotá,Puente Aranda,11:30:00,4.605312997,-74.10448891,MOTO,Casa
Bogotá,Suba,10:04:48,4.787009118,-74.05929667,Bogotá,Puente Aranda,11:00:00,4.610704039,-74.09719363,MOTO,Casa
Bogotá,Bosa,09:00:00,4.630048172,-74.19542906,Bogotá,Suba,10:00:00,4.710013373,-74.07699756,MOTO,Trabajo
Bogotá,Suba,17:00:00,4.81307672,-74.04800673,Bogotá,Bosa,18:00:00,4.61749287,-74.20516666,MOTO,Casa
Bogotá,Antonio Nariño,04:30:00,4.596861,-74.1061154,Bogotá,San Cristóbal,04:40:12,4.534328686,-74.09264448,MOTO,Trabajo
Bogotá,San Cristóbal,09:00:00,4.578912255,-74.08537132,Bogotá,Antonio Nariño,09:40:12,4.588228337,-74.08839424,MOTO,Casa
Bogotá,Ciudad Bolivar,03:00:00,4.492625754,-74.17028118,Bogotá,Chapinero,06:00:00,4.619954489,-74.00656377,MOTO,Trabajo
Bogotá,Ciudad Bolivar,12:00:00,4.566695477,-74.14087707,Bogotá,Teusaquillo,13:00:00,4.657275341,-74.09274008,MOTO,Trabajo
Bogotá,Teusaquillo,20:00:00,4.623555268,-74.07486107,Bogotá,Ciudad Bolivar,21:00:00,4.466426769,-74.13782147,MOTO,Casa
Bogotá,Kennedy,07:00:00,4.639341871,-74.14083264,Bogotá,Chapinero,08:00:00,4.648214751,-74.04064027,MOTO,Trabajo
Bogotá,Chapinero,17:00:00,4.637582769,-74.06159895,Bogotá,Kennedy,18:30:00,4.654061898,-74.14967265,MOTO,Casa
Bogotá,Kennedy,07:00:00,4.640712355,-74.12904345,Bogotá,Chapinero,08:30:00,4.628017617,-74.02352443,MOTO,Trabajo
Bogotá,Chapinero,16:00:00,4.669892353,-74.02315,Bogotá,Kennedy,17:00:00,4.648539376,-74.15851418,MOTO,Casa
Bogotá,Usaquen,07:15:00,4.70263097,-74.04782739,Bogotá,Usaquen,07:25:12,4.729138618,-74.02109266,MOTO,Estudio
Bogotá,Usaquen,14:09:00,4.778518998,-74.041032,Bogotá,Usaquen,14:19:12,4.683122437,-74.0192834,MOTO,Casa
Bogotá,Puente Aranda,09:04:12,4.623705368,-74.11411081,Bogotá,Chapinero,09:13:12,4.625360556,-74.00852911,MOTO,Trabajo
Bogotá,Chapinero,19:21:00,4.640006969,-74.04394596,Bogotá,Puente Aranda,19:30:00,4.604238148,-74.10571718,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:30:00,4.584055972,-74.12574155,Bogotá,Chapinero,07:45:00,4.68343153,-74.04627362,MOTO,Trabajo
Bogotá,Chapinero,08:00:00,4.622191109,-74.02993398,Bogotá,Candelaria,09:00:00,4.599888287,-74.0681005,MOTO,Trabajo
Bogotá,Candelaria,09:49:48,4.599063257,-74.06738925,Bogotá,Chapinero,11:00:00,4.637354893,-74.03694284,MOTO,Trabajo
Bogotá,Chapinero,12:00:00,4.63378878,-74.02736921,Bogotá,Usaquen,13:00:00,4.690182188,-74.04897257,MOTO,Trabajo
Bogotá,Usaquen,13:45:00,4.803870714,-74.0120986,Bogotá,Rafael Uribe Uribe,16:00:00,4.577308952,-74.11736336,MOTO,Casa
Bogotá,Rafael Uribe Uribe,17:00:00,4.587057352,-74.11801193,Bogotá,Engativa,17:30:00,4.711861222,-74.10077911,MOTO,Trabajo
Bogotá,Engativa,18:01:48,4.682116356,-74.11825092,Bogotá,Fontibon,19:00:00,4.686104718,-74.16786238,MOTO,Trabajo
Bogotá,Fontibon,19:19:48,4.660497469,-74.13580776,Bogotá,Suba,20:19:48,4.738437767,-74.08004346,MOTO,Trabajo
Bogotá,Suba,20:25:12,4.774968937,-74.09437902,Bogotá,Rafael Uribe Uribe,20:45:00,4.566517322,-74.12264231,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:30:00,4.559989693,-74.1228736,Bogotá,San Cristóbal,06:49:48,4.552324937,-74.09575954,MOTO,Trabajo
Bogotá,San Cristóbal,10:43:48,4.528705689,-74.09155748,Bogotá,Rafael Uribe Uribe,11:00:00,4.567300362,-74.12360059,MOTO,Casa
Bogotá,Rafael Uribe Uribe,14:45:00,4.570571742,-74.11298687,Bogotá,San Cristóbal,15:00:00,4.546355617,-74.09505526,MOTO,Trabajo
Bogotá,San Cristóbal,21:13:48,4.561608994,-74.04573533,Bogotá,Rafael Uribe Uribe,21:30:00,4.585803198,-74.11368584,MOTO,Casa
Bogotá,Kennedy,05:49:48,4.648027116,-74.13131654,Bogotá,Kennedy,06:25:12,4.639503648,-74.14738525,MOTO,Alguien
Bogotá,Kennedy,06:30:00,4.619372879,-74.13914031,Bogotá,Kennedy,07:00:00,4.635973221,-74.16994939,MOTO,Trabajo
Bogotá,Kennedy,12:19:48,4.644479794,-74.17172172,Bogotá,Kennedy,13:10:12,4.646463564,-74.17934636,MOTO,Casa
Bogotá,Puente Aranda,06:30:00,4.59958408,-74.12620715,Bogotá,Teusaquillo,07:00:00,4.649031917,-74.08759102,MOTO,Trabajo
Bogotá,Teusaquillo,17:25:12,4.647424123,-74.10203693,Bogotá,Puente Aranda,17:55:12,4.613517471,-74.09671565,MOTO,Casa
Bogotá,Fontibon,04:00:00,4.703462498,-74.16755618,Bogotá,Fontibon,04:19:48,4.690388319,-74.16772051,MOTO,Trabajo
Bogotá,Fontibon,21:00:00,4.664880301,-74.14571406,Bogotá,Fontibon,22:00:00,4.666053661,-74.13795832,MOTO,Casa
Bogotá,Usaquen,12:30:00,4.681229333,-74.0116362,Bogotá,Usaquen,13:00:00,4.75586048,-74.03055121,MOTO,Trabajo
Bogotá,Usaquen,20:30:00,4.731211026,-74.04356424,Bogotá,Usaquen,21:00:00,4.822411904,-74.02886153,MOTO,Casa
Bogotá,Rafael Uribe Uribe,06:19:48,4.572072371,-74.10116347,Bogotá,Rafael Uribe Uribe,07:00:00,4.573051709,-74.1226879,MOTO,Trabajo
Bogotá,Rafael Uribe Uribe,17:30:00,4.563950893,-74.12298395,Bogotá,Rafael Uribe Uribe,18:00:00,4.56841068,-74.11485777,MOTO,Casa
Bogotá,Bosa,06:00:00,4.60601772,-74.19037469,Bogotá,Bosa,06:15:00,4.621761692,-74.18966512,MOTO,Alguien
Bogotá,Bosa,06:15:00,4.618746005,-74.21266837,Bogotá,Bosa,06:30:00,4.617160753,-74.20193399,MOTO,Casa
Bogotá,Bosa,10:07:12,4.626580394,-74.20692449,Bogotá,Bosa,10:40:12,4.623327355,-74.20622899,MOTO,Trabajo
Bogotá,Bosa,20:18:00,4.597682652,-74.16953106,Bogotá,Bosa,21:00:00,4.610519695,-74.1811463,MOTO,Casa
